genes	podo	mesa	endo
STAU2	15.5425847177182	9.21950536603195	3.95208590828344
GM7568	0.0683370221354411	0.883092149721458	0.289815936868845
UBE2W	9.74577016725766	18.3980081270213	14.0170558719214
GM38342	0.485188443234053	0.241042293135583	0.132037357126597
TCEB1	33.9294804199095	43.0221867613869	19.9115775313267
D030040B21RIK	0.0983386416095371	0	0.154684205816214
GM7654	0	0	0
TMEM70	13.8721691869812	16.6007415546389	12.5164741270082
LY96	109.048171421323	57.8523685338966	84.1371313364067
GM29649	0	0	0
GM5828	1.2492840376456	0.923741804697699	2.30158054800633
GM28376	0.452592097549162	0.59120620068686	0
4921511E07RIK	0	0	0
JPH1	1.99544425952034	0.473312641688684	0.097174565549788
GM28783	0	0	0
GDAP1	0	0.477153769056131	0.0570841378356992
GM28784	0	0	0
GM28785	0	0	0
GM5251	0	0	0
RBM6-PS1	0.0277547767138162	0	0.0423064876844809
GM6075	0.282065980254516	0.165358767652746	0
GM25166	0	0	0
PI15	0.532043586453212	57.8614713697721	0.668479863110127
GM28154	0.0341835936129767	1.0243105900783	0.735753813392136
GM16070	0.0747729934418774	0.358082309980386	1.58378559351294
CRISPLD1	1.04461034582263	1.69763071105434	32.7801304917859
GM28153	0	0.160093729867773	4.18817452701761
GM7690	0	0	0
GM18775	0	0	0
GM17969	0	0	0.146592743113261
	0	0.0404872728875048	0
GM28755	0	0	0
GM28756	0	0	0
CRISP4	0	0.0380169131607188	0.0581687472534913
DEFB44-PS	0	0	0.772903036643794
DEFB18	0	0	0
DEFB41	0	0	0
GM17837	0.0695858205094897	0.163176367673573	0.0572811387563421
GM5252	0	0	0
GM24075	0	0	0
GM28343	0	0	0
GM28344	0	0	0
GM15825	0	0	0
TFAP2D	0	0.103069555871882	0
GM10075	0	0	0.222788292943964
TFAP2B	0	0.108008535437079	0.415645594429485
GM28340	0	0	0
GM28341	0	0	0
GM4849	0.0305173789856845	0.173271549335636	0.0753632079363272
GM24633	0	0	0
GM38382	0	0.201478503575088	0
PKHD1	0.00957959932939865	0.142613962516355	0.148643281887082
GM37315	0	0	0
4930486I03RIK	0	0	0
GM15795	0.136789086180268	0	0
GM24162	0	0	0
GM28653	0	0	0.0505544011686662
MIR206	0	0	0
MIR133B	0	0	0
IL17A	0	0	0
IL17F	0	0	0.333382198380082
MCM3	1.67975794924713	7.78012026995225	26.3641542662203
GM20587	0	0.0849063710681526	0.134239343366615
GM28065	0	0	0
GM24723	0	0	0
6720483E21RIK	0.62024779516452	0.503146916523022	1.00356433128284
PAQR8	0.955275537465023	6.99234348672868	10.7982709856083
GM24171	0	0	0
GM28064	0.176327190344262	0.2347295013679	0
EFHC1	13.1811292506336	3.59869618788654	2.93844696926818
TRAM2	112.292727644469	37.6265194839447	48.8584604413014
GM28287	1.38542792413349	0.368860645006699	0
GM2693	1.27501632356133	0.957168628252625	0.770289565884539
TMEM14A	9.53646556735733	7.65004673066645	6.00840589489127
GM38224	0.212744693566804	2.31848514761026	1.40371916005309
GSTA3	1.15709856767754	5.73130397814561	0.707568194804122
GM28836	0.324843759250461	0.943558424091015	0.383632289587552
GM7094	0.413357183921794	0	0
GM4956	0	0.877738376363757	0.116635795774949
GM21909	0.156132194081657	0.549186977762422	0
KHDC1A	0	0.710211717437029	0
GM16329	1.28824057954694	1.30231855910121	0
GM16327	0	0.352475267891379	0
KHDC1C	0	0.932051348042882	0
GM2709	0	1.89499852468992	0
GM16533	0	1.26521466544302	0
KHDC1B	0	2.6106462091921	0.172135754889443
GM16328	0	1.55841940558441	0
KCNQ5	0.39287078931678	31.4525599879324	0.172917665515984
GM36949	0.032507247381903	8.15771548839666	0.37065712575471
GM7658	2.77681197589519	2.86033467393299	1.14926662684524
GM38243	0.65374380550458	56.8474354743589	0.647168131883999
GM26580	2.84061109327832	44.1746924791764	0.0579568590236087
GM5696	0	0	0
GM28239	0	0	0
RIMS1	0.0391704422329627	0.981481541891764	0.0153278787489804
GM26866	0	0.748909997111809	0
GM7761	0	0.437346171929767	0
GM29506	0	0.293984796433633	0.175293002388537
4933415F23RIK	0	0	0
GM24176	0	0	0
GM6420	0.189604517847434	0.111154026388983	0.659893087570366
MIR30A	24.5260697222709	0	5.92508141744194
GM27028	86.4173502189745	8.97583104925809	47.7976114463714
MIR30C-2	0	0	0
GM29107	8.60407065790484	1.97964672588796	5.318202075351
GM20954	19.3500186839943	0	1.04673727503808
OGFRL1	12.1267880783344	7.89814752358547	9.76793682913187
GM7784	0	0	0
GM28822	0	0	0
B3GAT2	1.54449097350249	2.4348436398838	3.7728245931349
SMAP1	8.99654576274668	18.2004049520372	11.410897679074
SDHAF4	8.1377214347272	8.58973613805499	7.13156391694175
GM26524	0.35149760616332	0	0
FAM135A	17.8498486572886	27.1945423659754	35.4562269995492
GM37580	0.0853459383949848	0.109089358390909	0
GM26607	0	0	0
COL9A1	0	0.0198695651315763	0.0813151152987197
COL19A1	0	0.01510850752445	0.0901177781944195
GM26418	0	0	0
TUBB4B-PS2	0.0512655446535882	0.228459389300333	0.272444920690636
GM28439	192.892624425453	186.287825698885	230.050291258169
GM10222	125.410398478128	219.439892173147	334.835403278074
GM28438	12.9003658156175	55.0144250784293	35.7969905383349
GM28437	92.9443130578395	141.504893085857	67.9164349085547
GM10925	272.369419491837	418.654771669447	648.369924890741
GM28661	365.031995489875	213.710792074796	215.305417684889
GM29216	635.828591936129	563.612217740413	334.107793139388
LMBRD1	62.5914012884323	59.9768700946312	44.5313411997098
GM28594	0	0	0
GM28237	0	0	0
GM9443	0	0	0
GM29414	0	0	0
ADGRB3	0	0.122621750531995	0.115205803852525
GM15702	0	0	0.27346761183437
GM20172	0	0	0
GM22260	0	0	0
GM37543	0	0	0.16417629973326
GM37331	0	0.060667036268953	0.0359761836013215
GM37211	0	0.0596420761455626	0.624536272545845
GM37862	0	0.0410786779790317	0
GM38286	0	0.0648624515857191	0.0181713113285014
GM37880	0	0.123670808826317	0.126529015761103
GM25294	0	0	0
GM37011	0	0.0354522287294335	0
GM29214	0	0	0.0989858274999947
GM37051	0	0.0342164308823748	0
GM38260	0	0.0260456298675563	0.0303928960336571
GM37628	0	0.0956362971699332	0.127612980277371
8030445P17RIK	0	0	0.0442975628071726
GM38198	0	0.115290653462578	0
GM37077	0	0.0845724394371883	0.0810786131086202
GM37895	0	0.160080448185981	0.0349907387324848
GM36952	0	0.172224482186296	0.140082012434475
GM37602	0	0.0314357375591805	0.0366826645481753
2900022M07RIK	0	0	0
2900002M20RIK	0	0	0.964896128683671
GM9884	0	0	0
GM18443	0	0.374288817701034	0
GM19123	0	0	0.173339237096765
GM24064	0	0	0
4931408C20RIK	0	0.166351559412699	0.227405220568066
N-R5S209	0	0	0.94826759117642
GM19641	0	0	0.135304368525173
GM5524	0.0397883162680582	0	0
GM18776	0	0	0
GM19028	0.0425286754771236	0.38708633422966	0.200126878879129
GM38089	0	0	0
GM7846	0	0	0
GM597	0	0	0.175890992405602
GM5697	0	0	0
GM6462	0	0	0
GM18033	0	0	0
GM25586	0	0	0
GM22679	0	1.00698956086829	0
GM23785	0	0	1.76318505234366
MIR6342	0	0	0
GM5525	0.816116224666735	0.339820373967545	0.464253892641054
GM7858	0	0	0
GM23771	0	0	0
GM27430	0	0	0
GM9898	0	0	0
GM6473	0	0.0664168273382103	0.200693586205719
GM2914	0	0	0
PHF3	34.3114536239063	40.6835261617044	28.0374338565706
GM37522	1.15128259198346	3.59796835931146	3.97489777676666
GM37906	8.24050245611907	18.9311231760232	14.9493604691429
PTP4A1	22.7857962090333	13.2535312707463	12.2323572110271
GM5698	0	0	0
GM9458	0	0	0
GM5699	0	0	0
GM29669	0	0	0.275640453245086
GM28644	0	0	0
GM27362	0	0.754002111020923	0.879852316336668
4931428L18RIK	0	0.265696454054958	0
GM29128	0	0	0
GM7893	0	0	0
LGSN	0	0	0.28975475569155
PIH1D3	0	0.071710745224595	0.0836799584110683
GM26145	0	0	0
GM4850	0	0	0
GM28645	0	0	0
GM6489	0	0.115466036033383	0
GM10307	0	0	0.11907843024144
GM19680	0	0	0
GM23032	0	0	0
GM7910	0	0.120597552199795	0.145412718149054
KHDRBS2	0	0	0.00548264713584656
GM25814	0	0	0
GM37999	0	0	0
GM37110	0	0	0
GM37911	0	0.0673477613727426	0.103047159373984
GM9839	0	0.140151643823005	0
GM37792	0	0.0590090571853671	0.0466474835138605
GM5415	0	0	0
GM24732	0	0	0
GM37426	0	0	0
GM23024	0	0	0
GM37151	0	0.102567362919177	0.0918616236677536
GM28624	0	0	0
GM37724	0	0	0
GM7114	0.457173475865226	0.146130619477528	0.0994083517772259
GM4785	0	0	0.161677256530573
GM24901	0	0	0
GM37591	0	0	0
GM2987	0	0.118959192069497	0
GM25792	0	0	0
GM18799	0	0	0.523136455310424
GM7933	0	0.230714614902189	0
GM23453	0	0	0
PRIM2	2.70381042978895	5.13345784294482	4.39258323363142
GM29228	0.327952311970562	1.22057763373747	0
GM37618	0.495102941570763	3.16945209157901	1.95703348353962
GM17813	0.869763136506691	1.04204890037967	1.96611688978856
1700001G17RIK	1.16449137174753	0.501512182953228	0.273159999222633
GM38173	0	0	0
RAB23	6.96400543653745	9.20618491848819	7.62781226604213
BAG2	0.806742512992572	1.25042287406925	2.14850801799074
GM37905	0.201003029917441	0	0
ZFP451	13.807792987861	29.1462108413615	29.6453848323514
GM15455	0.0847635023747936	0.102239999313765	0.047485185629433
BEND6	0	0.0529270146641518	0.0164928154560061
GM37067	0	0.0618543956307303	0.375051126924313
DST	130.481850281019	1.08711234270911	11.5850054743565
GM37354	0	0.126718485008593	0.13356364197383
GM28631	0	0	0
GM23792	0	0	0
GM38157	5.36874845397468	0.120583773502778	1.02241308195364
MIR6896	3.01138030845513	0	0
GM26788	12.5048069587908	0.127048739388338	1.10802598865388
A930005N03RIK	11.0773399502678	0.166884188165016	1.70296730348329
GM37958	0.52775138133271	0	0
GM37385	0	0	0
GM5266	0	0	0
GM3052	0.072430517896283	0.845409820242811	0.637093445372896
GM37233	1.14552182325037	7.84774366693128	7.92492118770044
MIR5103	0	0	0
CCDC115	14.8868367629347	13.0930205878776	14.19116750786
GM28306	0.129569060873057	0	0.213315393856321
IMP4	12.0808122932752	26.388212362186	24.3724240217582
PTPN18	0.163362857110604	0.408707038128951	0.564884672881815
GM28417	0.0284524836869437	0.153106394686693	0.100804997637576
4930568A12RIK	0	0.0775800894351533	1.41006747027013
PRSS39	0	0	0.0423270230120007
GM28416	0	0	0
CFC1	0	0.0968259193142586	0
GM28419	0	0	0
PRSS40	0	0.0478379838892299	0
1700101I19RIK	0	0	0
AMER3	0.0181366596467788	0.0229278133166733	0.0128465213285512
GM28418	0	0	0.266770315248213
GM36984	0	0	0
GM29730	0	0.0745360253014952	0.127393654247462
AA619741	0	0.322143316782933	0
ARHGEF4	0.286079121931159	0.712251269028051	0.665106947650871
GM37224	0	0	0
GM37845	0	0	0
GM38336	0.894264470469381	1.04109743817724	1.07859239145258
FAM168B	50.608085392163	131.560957455081	44.672422174414
GM37127	7.23231257113997	19.5027929276829	15.4979819440851
PLEKHB2	20.1931633521399	26.262166389743	9.57673585605704
GM19430	0	0	0
GM37670	0	0.439733432693576	0
GM8009	0	0.238652044313962	0
GM38027	0	0	0
GM25096	0	0	0
GM37068	0	0	0
GM25634	0	0	0
GM28415	0	0	1.34313738555819
1110002O04RIK	0	0	0
GM8022	0	0	0.134313738555819
GM37146	0	0	0
GM33222	0	0	0.159552719651065
4930535G08RIK	0	0	0.374606732312484
GM38049	0	0	0
HS6ST1	10.2294736599815	6.57694689969973	12.2034798688851
GM37335	0	0	0
GM33280	9.87730138245797	8.60584383902469	5.40099996806712
UGGT1	30.6830170555398	28.2222775866692	31.4824430058346
MIR6897	0	0	0
NEURL3	3.66821369244335	5.93486759967241	55.636231006813
ARID5A	8.48761229812276	3.51500320993374	4.96625335043205
4930403P22RIK	4.64377738033214	1.79309571502912	3.63625250327857
KANSL3	61.2352552789134	36.7050151931993	33.7596286542719
MIR6898	4.87183553692942	2.6155573009566	1.57687817733065
FER1L5	3.42168480247763	1.06576094334184	0.967123267438069
LMAN2L	16.2321287607576	8.09531689900348	3.78125801387229
CNNM4	5.25421263922277	2.67811645068295	2.63111515813245
GM37909	2.28535970671444	0.510952560985027	0.519921224432174
	0	0	0
CNNM3	12.4670032271696	15.1074174589345	12.3606248132688
GM38033	0	0	0
ANKRD23	0.687444395762895	0.998764228617378	0.745359845275725
GM42417	0	0	0
ANKRD39	2.15540770775807	3.11559941901402	2.14160405115642
SEMA4C	1.46098440798251	6.30100649219073	20.0367917468685
D430040D24RIK	0.507308482228129	0.217050792305	1.77563478645666
FAM178B	0.152632151683001	0.128370688029916	0.553879430098642
GM6428	0	0.232940177041259	0.461472061544365
GM24133	0	0	0
COX5B	24.6673997525501	32.4673861951077	20.5476522431523
ACTR1B	56.8518764900195	73.1884433173021	46.6321428892066
4933424G06RIK	0.0867481246074408	0	0.0323520193090579
GM33533	0.174698290737412	0	0.0691021698407801
ZAP70	0	0.0347768353345212	0
GM18828	0	0	0.0557528870306294
TMEM131	64.8304465134458	166.383096841233	66.308382276207
GM37506	9.7741619890704	41.6484685426418	9.43159784359507
GM38115	1.43652221644094	18.961054436917	4.89820505077554
F830112A20RIK	6.65659977436076	45.4222550664071	23.6583447550122
RPL12-PS1	0	0	0
N-R5S210	0	0	1.81201498241851
VWA3B	0.0443684789279535	1.11654467292124	0.121697943748213
GM37020	0	0	0.113753874344752
CNGA3	0	0	0.0544932481445041
1700074A21RIK	0	0.582074890675312	0
INPP4A	28.0317364959563	9.02861469912755	8.2803931628673
4930439A04RIK	2.93186044937658	2.42303557048788	3.08841795621928
GM37135	1.58420647921281	1.42575756524745	1.31331135117162
COA5	62.7695593240202	97.8872809107563	34.3257717558334
UNC50	114.413772787174	101.336562120428	84.9047614160903
MGAT4A	105.179431801125	1.31772103457626	1.35219082946187
4930594C11RIK	5.32068493075103	0.0755370535904808	0.55445418477903
GM43213	0.626810821289411	0	0
2010300C02RIK	2.90722107360132	0	0.0333528601034465
4930556I23RIK	0.921834370103971	0	0
4930470B04RIK	1.27153224802473	0.679691811593342	0.0826624409308441
GM19863	0.94406110029061	0	0.0547428402409649
TSGA10	8.23966199277795	19.6708133651769	11.9548087184687
GM26805	0.967232647352466	0.0651984176670955	0.555500681635776
LIPT1	2.1318871576664	2.7776193189852	1.09997025694441
MITD1	17.3950480676884	21.1234789931334	23.5353341287772
MRPL30	27.1890783335335	14.4497797287958	14.1477638205443
LYG2	0.433021836409097	0	0.0620935496227792
GM15457	0	0	0
LYG1	0	0	0.0635382000844561
GM23409	0.319174534420626	0	0
TXNDC9	13.5594677293787	14.3219900180217	15.4392456011769
EIF5B	59.720164831185	42.2817068699995	43.4637571422263
REV1	10.395544702811	10.9185945833507	11.1925728615809
GM37062	40.9191407371597	48.6697983651301	47.5827892315711
GM5099	0.635713299374356	0	0
AFF3	51.6738394735784	1.05715766362512	0.108275146228936
GM16150	2.83967477321294	0.220831044050063	0
GM16151	2.9014671915063	0.162836136652406	0
GM16152	3.59068525811782	0.0995232878575941	0.274040634147314
GM34727	8.85684468318573	0.774106795492311	0
GM38135	0	0	0.112394266284855
2610300A13RIK	0	0	0
LONRF2	0.0922625450938336	0.174852086912182	0.0599378158689391
CHST10	0.0171870695089888	0.0258110614116185	0.0712086548356723
GM37707	0	0	0
GM6621	0	0	0
NMS	0	0	0
PDCL3	20.8017166343182	23.3186112668757	13.7354766155286
GM37309	10.4486474000754	2.93905771526116	7.18649124490297
GM37821	0	0.0546386088371291	0
GM37091	0.0656847467195471	0	5.80336215445901
MIR6349	0	0	0
NPAS2	15.6569012090023	24.6252715865503	0.240702257631113
GM20428	0.776787146703972	7.81097858358488	0
GM3617	6.71518944935512	5.68561927216015	0
RPL31	203.198231486373	118.49147005253	246.071875865525
TBC1D8	3.25898409549635	3.7752911181704	19.5429515632182
GM37265	0	0.58786605266038	2.41775143195764
GM24826	0	0	0
GM24826	0	0	0
CNOT11	13.6264802932487	22.2066604551044	15.7029097101245
GM15832	2.19478457848064	0.757785036928834	0.240084793733664
SNORD89	3.5196988170587	3.53788999825307	0
RNF149	7.14592122251864	4.69655640154729	1.33817743963802
GM23722	8.50966264647663	4.56860882473503	0
GM5100	0	0.13644203918376	0
CREG2	73.6483902043301	0.0672307494361242	0.168144863972158
D930019O06RIK	0.900792030166825	0	0.0766113788936025
RFX8	0	0.467084753551092	0.660680368503279
GM3646	0	0	0
1700066B17RIK	0	0.0942874120663192	0.30755957514775
MAP4K4	18.7830204956009	112.131244652494	77.7134980405017
4930456G14RIK	0.0598918865929718	0	0.182585894217233
IL1R2	0	0	0.0834422752792483
GM16894	0	0.219022152494206	1.46778461791461
GM37347	0	0.43282528184081	0.182759674951004
IL1R1	2.79188107832461	55.5380383736698	50.4838283088675
GM38070	0.245854698401527	5.99125107541813	5.01955099534933
IL1RL2	0.119611400672051	26.2675004903489	7.3994391050061
GM17970	0	23.0099618074463	3.58850472955931
IL1RL1	0	0.248801216813193	0.124007049815698
IL18R1	0	0.29475719138837	0.0916166638172702
IL18RAP	0.0235948486873971	0.128698867002419	0.142888653703196
GM35801	0	0	0
SLC9A4	0.0349216173470638	0	0
GM37435	0	0	0
SLC9A2	0.0216621891917779	0.0581542324715599	0.136776513086603
GM37623	0	0	0.33879415265604
GM37915	0.130468218988889	0.0884602709969362	0.283812885844193
MFSD9	0.152657890935353	0.36006929298646	0.27977209701423
TMEM182	1.36320898895594	158.136082099111	0.465598760004763
GM5973	0.941175562590947	14.144613032716	0
4930448I06RIK	0	0	0
GM28634	0	0	0
GM29260	0	0	0.113902082227449
GM5267	0.348341780264842	0.867263736632977	0.762679954322206
GM8176	0	0.375664995495442	0.196205443956144
GM9915	0	0	0
GM29664	0	0	0
GM28175	0	0.0580732157363489	0
GM28140	0	0	0.0955307786423762
GM37047	0	0	0
PANTR1	0	0.0685173179664749	0.207939871741954
4930420N18RIK	0	0	0
GM20646	0	0	0
POU3F3	0	0.0679571845639283	0.0214884412515597
PANTR2	0	0.0801105458129108	0
DALIR	0	0	0.0559537417762489
MRPS9	8.1136818906949	11.1225577570916	10.188033942758
GM23126	2.23497740064087	5.75842633692208	3.90646806116557
GPR45	0.145544257654904	0.575435361503746	0.115129409554757
GM24001	0	0	0
TGFBRAP1	18.2071612409455	25.1056862806982	21.4563798643836
GM28782	1.84876495933551	0.486468386892893	0.38456005128697
8430432A02RIK	2.08802895180299	0.897538332484141	0.54014327333696
AI597479	61.1148476288182	60.3471657262495	17.9314973645231
FHL2	10.0567799661487	646.79352489729	3.78451127558346
GM8210	0	5.38056810222617	0
GM29040	5.53150882954677	0.982927847665621	0
GM29610	0.667941409780913	0	0.268034480473422
GM29041	0	0.476482413594904	0
NCK2	36.9766803920644	20.586983530778	4.38517768034555
GM37536	15.8910600653587	10.2189604945958	2.94763353868163
GM38228	47.3188065209148	17.5363405292011	10.7078683026692
