genes	podo	mesa	endo
SNHG6	6.03638185679332	6.01342409444909	11.3308137085482
SNORD87	4.01778873789327	6.55945271223233	12.458488366888
TCF24	0.97968269197646	8.41035509318794	0.261127627395712
E330040D14RIK	0.0371687241490873	0	0
PPP1R42	0.100597164111975	0.164605187342058	0.183080096511521
GM15818	0	0	0
GM24674	0.491056028661981	0	0
COPS5	26.4555198800725	28.7022335305493	31.0374657794798
CSPP1	6.00800865888779	12.9209592075805	12.8396283694309
1700047N06RIK	2.91468185005754	1.76836535572736	4.01506491417261
ARFGEF1	20.7949374676935	36.5240186535981	44.1141153655423
GM26348	8.40625061032818	11.6570727212769	13.2820742708889
GM37569	5.28797838113127	9.60656890241981	12.502256421916
CPA6	0	0.105102902614728	0.0753483120428846
GM38005	0.0281427740121837	0.220068470382102	0.160035862729101
GM15604	0	0.271720624838367	0.0513816609314922
GM25253	0	0	0
GM15603	0	0	0
GM37133	0	0.106868418891741	0
GM5522	0	0	0
GM28659	0	0	0
GM22963	0	0	3.52675727921617
PREX2	30.1099752793791	287.477664888328	165.135042386382
GM24173	7.73149894484446	53.7129557922444	38.2944605755522
GM28686	0.749269347594722	13.0209172546534	10.8021849495243
GM37410	0	0.183874745635683	0.02818550769598
A830018L16RIK	0	0.0447350759250627	0.0279829329918599
GM38178	0	0.150760920541439	0.0302758795290379
GM29273	0	0	0
GM38069	0	0.191605504766721	0
GM7560	0.058499229073134	0	0
GM22633	0	0	0
MIR6341	0	0	0
GM2383	0.0957272796325206	0	0.770079329045079
GM6216	0	0.121636923979599	0
GM17644	0	0.058207849165296	0
GM29663	0	0	0
SULF1	65.2313486246237	13.8740532299529	2.01403082451359
SLCO5A1	1.04656997111913	0.11579005529344	0.31888107919785
GM37162	0	0	0
GM5250	0	0	0
GM29283	0	0.356599133871398	0
PRDM14	0.230319376458894	0.593523022323674	0.0334070818596268
NCOA2	22.1133875088005	24.8737543035602	33.7171387049586
GM38376	3.67114389434823	6.88164405898825	10.5606252604071
GM37409	2.68797679549898	2.70138059868527	4.37214075605165
GM27881	0.622802768059098	9.17172074348613	4.06374242713822
GM38223	2.95044484825891	4.54222373713984	2.61234848572667
GM37702	3.33878664562754	6.56127165452754	7.69700953820444
GM23169	2.73588358825961	14.5965549100067	6.31348014667377
GM38120	3.31962979934937	8.91765048142417	8.691148161481
GM38380	3.10166684839674	8.4421933923123	9.50368629690835
GM29570	1.37333131838005	0.490834459759088	1.6075367804568
GM7593	0	0.159472904588451	0
TRAM1	60.1108327799212	79.324803768998	82.9103463260587
LACTB2	26.0887609436522	7.20818845706247	13.894687274958
GM38319	3.61062127350054	2.65561475534643	2.68993442918296
XKR9	0	0	0
GM26273	0	0	0
GM5523	0.153670492419797	0.396815676795048	0.290546686618733
GM36947	0	0.221576603076757	0
GM25491	0	0	0
GM37400	0	0	0.0207522048033988
EYA1	4.49084725411481	0.154850575486584	0.0550367182998524
GM22616	0	0	0
GM37444	1.03941920885008	1.16971014299502	0.195115621612946
GM9947	0	0.196233278211935	0.0839166554304573
MSC	0	0.121014003010561	0.226984362165327
GM37412	0	0.186629815316944	0.0173135150002899
SMT3H2-PS4	0	0.660500446717839	0.448637466508821
RPL5-PS1	0.0571250861083289	0.306251337168593	0.228209495157487
TRPA1	0	0.0481822897278736	0.0175490730275047
GM26345	0	0	0
GM10566	0.155124326633422	0	0
KCNB2	0.158814496961116	1.94330083020247	0.0466277465497832
GM38116	1.78638852187702	5.03870678863274	0.585610162945227
GM37138	0.0488940421070809	0.0400021861053062	0.0358122059915044
GM25227	0	0	0
GM25168	0	0	0
GM6060	0.203465446138829	0.332926560852529	0
GM28669	0	0	0
TERF1	5.10260238849698	11.7554892634207	16.7863404712193
GM37509	0.711384741961464	1.45165661389181	1.07158359752894
SBSPON	0.743965410311168	0.287610286946076	0.417706014069751
GM23259	0	0	0
GM7634	0	0	0
4930444P10RIK	0	0	0
RPL7	23.3641122363207	38.886615989892	36.8361198473628
RDH10	11.0676589074302	22.037182929812	7.68553311209111
GM38249	0.276436324093688	0.288029527872416	0.0738093562154961
GM28095	0.866853167840628	0.59470075362004	0.311439354393976
STAU2	10.9551743598867	8.45333292598365	3.50937692347036
GM7568	0.154041704214246	0.89827681130046	0.256198677631356
UBE2W	6.75255590365335	13.3460741916669	12.2709915360258
GM38342	0.0518469225929155	0.26552028843266	0.165669240009956
TCEB1	22.3481681275384	32.6000432990936	21.6637995989285
D030040B21RIK	0.0554174423697591	0	0.145835964955794
GM7654	0	0	0
TMEM70	7.95724942546069	13.6417659163457	14.3596407883869
LY96	65.2247835917255	55.5692742788055	82.8432404228372
GM29649	0	0	0
GM5828	0.137284481131306	1.75538183638051	1.91025208297076
GM28376	0	0.949597349704372	0
4921511E07RIK	0	0.124184462581575	0
JPH1	1.32036333513236	0.392567384026935	0
GM28783	0	0	0
GDAP1	0.0132117001631991	0.525815041889815	0.133141508433816
GM28784	0	0	0
GM28785	0	0	0
GM5251	0	0	0.316998721679037
RBM6-PS1	0.0177943648016885	0.0715683279128659	0
GM6075	0	0.56335122516198	0.176246415407579
GM25166	0	0	0
PI15	4.26783315524904	53.8005067444034	0.454603120152489
GM28154	0.133183522235492	0.970941212366176	0.941800643396566
GM16070	0.148237247594382	0.165416387828226	1.78016078945151
CRISPLD1	2.32290862293914	0.899273463238728	34.8449350198958
GM28153	0.0811920937692305	0.163275915031737	4.41714933991424
GM7690	0	0.135971500110606	0.184714210656956
GM18775	0	0	0
GM17969	0	0	0
	0	0	0
GM28755	0	0	0
GM28756	0	0	0
CRISP4	0	0	0.062590981284679
DEFB44-PS	0	0	0
DEFB18	0	0	0
DEFB41	0	0	0
GM17837	0	0	0
GM5252	0	0.183860432946061	0
GM24075	0	0	0
GM28343	0	0	0
GM28344	0	0	0.614019769807048
GM15825	0	0.091028939840942	0.140749009100807
TFAP2D	0	0.0973511405602546	0.0821225466757093
GM10075	0	0	0.31433305647003
TFAP2B	0.919670874901144	0.17331251501936	0.756584313833398
GM28340	0.252820925647752	0	0
GM28341	0	0	0
GM4849	0.045476248424618	0.0914519595324689	0.239201321325079
GM24633	0	0	0
GM38382	0	0	0
PKHD1	0.62178761616521	0.197074309948656	0.335298895539185
GM37315	0	0.0295201352558099	0
4930486I03RIK	0	0	0
GM15795	0	0.37143056258576	0
GM24162	0	0	0
GM28653	0	0.0185012701414092	0.0154306895853149
MIR206	0	0	0
MIR133B	0	0	0
IL17A	0	0	0
IL17F	0	0.6715943789158	0.297965439815156
MCM3	2.62334794897654	3.03492999998337	23.629450533957
GM20587	0	0.173188112234338	0
GM28065	0	0.10031760717165	0.102828040681973
GM24723	0	0	0
6720483E21RIK	0	0	0.439505739450748
PAQR8	1.25667526913435	4.33891059986129	8.17906435493654
GM24171	0	1.56794733671699	0.57108166653628
GM28064	0.679874622313666	0.11969761136942	0.150591597149814
EFHC1	7.82611187105873	2.77249641483996	2.53596221810287
TRAM2	86.6182758185238	35.6582194821733	62.1092040288273
GM28287	0	0	0.236643938378279
GM2693	0.66610764694587	0.359721718231042	0.905131981467885
TMEM14A	3.31280389834745	10.7564544349814	4.44428791453373
GM38224	0.0934943520257985	3.07499372138669	0.490234569467126
GSTA3	1.4440563848934	7.60279887523165	0.813981788804296
GM28836	0	0.984555979431041	0.797059075515798
GM7094	0	0	0
GM4956	0.197049300652632	2.46010935453684	0
GM21909	0	1.2473289085591	0.170413891380986
KHDC1A	0	1.48371638536711	0
GM16329	0	0.553641781967453	0
GM16327	0	0	0
KHDC1C	0.052486975314333	2.25762705265352	0
GM2709	0	3.45449512399785	0.369164543870116
GM16533	0	0.450441011205976	0
KHDC1B	0.965364889839957	2.15111728086423	0.0383075840286597
GM16328	0.52112068347802	3.08208138366771	0
KCNQ5	1.85931296192727	24.5163710891082	0.357468458317218
GM36949	0.708627801415956	10.2100261066503	0.0321494191303192
GM7658	0.929052684303461	1.9381072326089	2.77685548090527
GM38243	6.89114395699848	46.5265117818146	0.184859634051612
GM26580	8.0252385415096	28.9252887169174	0.164234338232537
GM5696	0	0.18605172201986	0
GM28239	0	0.229755146655397	0
RIMS1	0.0464013109925982	0.426081516236037	0.0683599676631084
GM26866	0	0.10419522041644	0
GM7761	0	1.00358844190517	0.324915084978296
GM29506	0	0.318332965612033	0.0824405754457009
4933415F23RIK	0	0	0
GM24176	0	0	0
GM6420	0.320547363748731	0.346740940970891	0.696080334627668
MIR30A	20.6801546040203	0	6.18730201678003
GM27028	42.0703856282271	2.93433916249948	27.2277113304622
MIR30C-2	0	0	0
GM29107	7.88108617020867	0.481640154316915	3.21419005172387
GM20954	30.5957959333129	0.389275932176947	0
OGFRL1	7.03978015830984	7.15086910861911	8.96866676334377
GM7784	0.0516378432566694	0.10384282159248	0.0756437798950988
GM28822	0	0.132005849042368	0
B3GAT2	1.66297412025822	1.78056259274793	3.33359095848593
SMAP1	8.30513292647352	10.3289383340337	13.4459145434419
SDHAF4	5.83728222853305	7.54697572717695	7.88539817278751
GM26524	0	0	0
FAM135A	12.0988936409197	21.9823695277371	36.0427882877479
GM37580	0	0.0366787680553438	0.210266516301697
GM26607	0	0	0
COL9A1	0	0	0.0550179532334345
COL19A1	0.0222461857038679	0.0552415067967874	0.0481746728590827
GM26418	0	0	0
TUBB4B-PS2	0.0763946551695527	0.0768141739378928	0.0559548977683266
GM28439	224.872111391206	335.718129710925	137.304014564892
GM10222	200.763043387105	347.137862263671	130.994950147051
GM28438	14.3639174695568	113.608003829244	25.7808969841911
GM28437	114.408316312542	159.875362292637	84.6022864880239
GM10925	386.770174000755	684.105091213879	391.270105171664
GM28661	467.638397115576	423.793804979189	243.805276319604
GM29216	602.283023452458	652.680879040989	551.446392130935
LMBRD1	44.8610080660466	42.0350257705553	43.5849068750921
GM28594	0	0	0
GM28237	0	0.0844576896011206	0
GM9443	0	0	0
GM29414	0	0.687726901037696	0
ADGRB3	0.0165105319190191	0.120271554912608	0.0704173541582617
GM15702	0	0.188208483725191	0
GM20172	0	0	0
GM22260	0	0	0
GM37543	0	0.369008978961664	0.1253225900626
GM37331	0.0302636011738347	0.030429792757026	0.104783017867644
GM37211	0.0595046046965872	0.200567989797368	0.0625876342099108
GM37862	0	0.633777179633591	0
GM38286	0.0164476093336058	0.159216350722652	0
GM37880	0	0.0630645075560102	0.0659697108512815
GM25294	0	0	0
GM37011	0	0	0
GM29214	0	0	0
GM37051	0	0.0930304775496848	0.152521301358313
GM38260	0.0545437968485598	0.0733228233315895	0.0588934053868808
GM37628	0.0275525865441378	0.146741009407978	0.0475027905715223
8030445P17RIK	0.0186318230502904	0.166397227811704	0.0471388509137324
GM38198	0	0.0817996870175091	0.0239195079274178
GM37077	0	0	0.0202686801181936
GM37895	0.0112241377979881	0.041807500803239	0
GM36952	0	0.229678357907742	0
GM37602	0	0.0252460926809621	0.117106577360611
2900022M07RIK	0	0.187044374291777	0
2900002M20RIK	0	0	0
GM9884	0	0	0
GM18443	0	0	0
GM19123	0	0.286121531995311	0
GM24064	0	0	0
4931408C20RIK	0	0.386606165889406	0.104247916341643
N-R5S209	0	0	0
GM19641	0	0	0
GM5524	0	0	0.0427850938501914
GM18776	0	0	0
GM19028	0.0387795814931476	0	0.480570961744415
GM38089	0	0.0678339171433042	0
GM7846	0	0	0
GM597	0	0.0578902436951747	0
GM5697	0	0	0.0520578526811203
GM6462	0	0	0
GM18033	0	0	0
GM25586	0	0	0
GM22679	0	0	0
GM23785	0	0	1.34591239952646
MIR6342	0	0	0
GM5525	0.367749329548616	0.0782778586546971	0.581519493529406
GM7858	0	0.330226850659044	0
GM23771	0	0	1.55737741614697
GM27430	0	0	0.800521101757787
GM9898	0	0.143952742074048	0
GM6473	0	0	0
GM2914	0	0	0
PHF3	25.494836398276	30.2537087682097	30.7201532605661
GM37522	0.89132883537626	4.14429902535157	2.5606184563065
GM37906	5.79891002972407	17.831973094256	13.9196963465165
PTP4A1	12.9632339621714	10.6768170159411	14.3694419053934
GM5698	0	0	0
GM9458	0	0	0
GM5699	0	0	0
GM29669	0	0.116572702105519	0
GM28644	0	0	0
GM27362	0	0	1.24138779547947
4931428L18RIK	0	0.0551217458931298	0
GM29128	0	0	0.052352483076454
GM7893	0	0	0
LGSN	0	0	0
PIH1D3	0	0.0707791526912216	0
GM26145	0	0	0
GM4850	0	0	0
GM28645	0	0	0
GM6489	0	0	0
GM10307	0	0	0
GM19680	0	0	0
GM23032	0	0	0
GM7910	0	0.122994671323309	0.281771442539627
KHDRBS2	0	0.10936825640125	0.0457252268041179
GM25814	0	0	0
GM37999	0	0	0
GM37110	0	0	0
GM37911	0	0	0
GM9839	0	0.071468719940823	0
GM37792	0	0.144848159681757	0
GM5415	0	0.0284567887378672	0.0802646291379541
GM24732	0	0	0
GM37426	0	0	0.069356888978205
GM23024	0	0	0
GM37151	0	0.169315162746306	0.0597656866916339
GM28624	0	0.144580784450909	0.0401950999005552
GM37724	0.041826230123543	0	0
GM7114	0.251346122079558	0.287033400097716	0.0418176066608456
GM4785	0	0	0.114055603046715
GM24901	0	0	0
GM37591	0	0	0
GM2987	0	0	0
GM25792	0	0	0
GM18799	0	0	0
GM7933	0	0	0.0331759194307107
GM23453	0	0	0
PRIM2	2.35773579715963	3.72962865595387	3.00697285680503
GM29228	1.05364281183438	0.19991523151671	1.66917134904417
GM37618	0.456932493061932	2.11172138074034	2.18083834254329
GM17813	0.235524130071476	1.51928591560861	0.978460098806926
1700001G17RIK	0	0.209522066736724	0.168305283051187
GM38173	0.0662098016173457	0	0.0558373337746502
RAB23	4.03701603671557	7.20940870813363	7.83626866703203
BAG2	1.27099620860163	0.26462538486721	1.64710545967608
GM37905	0	0	0
ZFP451	8.50333958827088	21.7864335691419	27.2945546435489
GM15455	0	0.194886891012759	0.0505309309169107
BEND6	0.0447849988139544	0.0556048315272545	0.16021345433147
GM37067	0.0474520360340566	0.114413462732769	0.184594045534832
DST	111.213371659584	1.03921600770853	11.5659854713296
GM37354	0.391308744187014	0.043079089997887	0.66067038482279
GM28631	0	0	0
GM23792	0	0	0
GM38157	6.31872543156258	0.120966490641888	0.92194726190306
MIR6896	0	0	1.02481778515415
GM26788	7.25282607432816	0.07472882940249	0.894999110575707
A930005N03RIK	11.0338573947127	0.268049933517192	1.42871059488349
GM37958	0.237534078980679	0	0
GM37385	0	0	0
GM5266	0	0	0
GM3052	0.0173884327479898	0.334175889746021	0.511668752071049
GM37233	4.09064384306078	5.8903441493658	6.9130339967247
MIR5103	0	0	0
CCDC115	9.56172846656993	11.5387799838755	15.4090094812111
GM28306	0	0.359591925623322	0
IMP4	10.0808786508191	17.6107439615081	22.66963506529
PTPN18	0.533685616820061	0.753398068285596	0.494827561977128
GM28417	0.25301557228216	0.249492042704271	0.0976667308097088
4930568A12RIK	0.223834071299431	0.257517925343558	0.54490398351818
PRSS39	0	0.0626890973548273	0
GM28416	0	0	0
CFC1	0	0	0
GM28419	0	0	0
PRSS40	0	0	0.0355399992001201
1700101I19RIK	0	0	0
AMER3	0	0	0.0780107084590922
GM28418	0	0	0
GM36984	0	0	0.364492586757801
GM29730	0	0	0
AA619741	0	0	0
ARHGEF4	0.237484079450394	0.537812353514323	0.399534260313567
GM37224	0.69013279703846	0	0
GM37845	0	0	0
GM38336	0.695927888845105	0.665430016708308	0.783733924255801
FAM168B	34.8516917668681	93.0783347138853	62.3719299602927
GM37127	6.42764439657245	14.5259176990674	16.7317360751702
PLEKHB2	14.1742498925716	16.0414437548195	8.82216061709836
GM19430	0	0	0
GM37670	0	0.83067305089405	0.326688638935601
GM8009	0	0.574985551197143	0.196458160293769
GM38027	0	0	0
GM25096	0	0	0
GM37068	0	0.130569635584351	0
GM25634	0	0	0
GM28415	0	0	0.331025213788729
1110002O04RIK	0	0	0
GM8022	0	0	0
GM37146	0	0.180485025429773	0
GM33222	0	0	0.112556843479741
4930535G08RIK	0	0	0
GM38049	0	0	0.0545274769068897
HS6ST1	8.14028897963039	3.36029061419558	10.0006009848389
GM37335	0	0	0
GM33280	8.46607114219888	7.48066147344834	5.49329085512894
UGGT1	17.4298319788488	19.0402335409455	32.0523892987532
MIR6897	1.24599862360394	0	0
NEURL3	16.6279983263387	5.74840259676797	102.923512849518
ARID5A	7.85700938558649	2.33539844963567	9.21968848476086
4930403P22RIK	2.24861085387741	2.70925363317846	1.89985362586956
KANSL3	44.216463255008	29.0957694013554	38.744765726822
MIR6898	3.9962767567458	1.33377338383068	5.70517458690106
FER1L5	2.15615293939658	0.854943292321235	0.722976942298897
LMAN2L	9.45432061006995	5.29339564687689	4.51559429527122
CNNM4	6.18027239178404	2.61065893107459	2.96968922546048
GM37909	0.434487003093674	0.621532872029205	0.854744861688283
	0	0	0
CNNM3	10.8503549417191	9.45054363246469	12.9857124950875
GM38033	0	0	0
ANKRD23	0.647363423922588	1.20139849682337	1.31414027601272
GM42417	0	0	0
ANKRD39	1.65066011624994	3.47710307269936	1.64086009370016
SEMA4C	1.81618477170427	4.24024715764364	21.6130034101194
D430040D24RIK	2.64394673241059	0.514736881058983	2.74165445921173
FAM178B	0.367506847557259	0.0845861078692577	0.672755127490547
GM6428	0	0	0.374514754650842
GM24133	0	0	0
COX5B	15.9720148976329	43.309987525262	18.9539085167386
ACTR1B	43.9032341966076	38.2841990971593	49.8495484380139
4933424G06RIK	0	0.0479154625997619	0.0428966160070256
GM33533	0	0	0.183249720309253
ZAP70	0	0.0622543841340065	0
GM18828	0.403714047279415	0.412868412914944	0.25535096908012
TMEM131	48.1824619295067	107.16246735528	67.4753300625754
GM37506	30.3786833883009	10.7925283950712	7.06660627026456
GM38115	2.41703042937502	9.29393471139265	4.99984422397068
F830112A20RIK	7.9435063449211	39.4368791356822	19.9206662326921
RPL12-PS1	0	0.16780033488752	0
N-R5S210	0	0	1.71444780395625
VWA3B	0.0381681500757026	0.808444128274712	0.023989526616142
GM37020	0	0	0
CNGA3	0	0	0
1700074A21RIK	0	0	0.216218781260846
INPP4A	16.19271370789	5.2202727096888	8.52487627556808
4930439A04RIK	3.47978809256788	3.54797214820581	3.77513722519403
GM37135	1.05927180139018	0.86152399392822	0.483923559380302
COA5	43.0206814531791	60.1934475362553	37.325274120281
UNC50	74.7976306779788	70.5811563380646	85.8365838382073
MGAT4A	65.4797738340653	0.555197647052791	1.03405105984685
4930594C11RIK	6.90633358472345	0	0.128363951108275
GM43213	0.798036719953202	0	0
2010300C02RIK	1.88061167781053	0	0
4930556I23RIK	0.275899695226586	0.183393840276719	0.26718463684376
4930470B04RIK	0.4269442498603	0.0433876255316639	0.0833164362431651
GM19863	0.0885203513319102	0.113026916285822	0.0386184661352945
TSGA10	4.7402908771282	16.0570738141226	8.37262765893591
GM26805	0.578335744856639	0.14145639936902	0.217968690464964
LIPT1	1.75899373955015	1.02729561911718	1.41156848579464
MITD1	7.90422893983094	15.8238778004718	18.4922482991711
MRPL30	17.6038523544251	14.9765769494084	14.5430604650614
LYG2	0.568857590308846	0.280383718363782	0.117207139676563
GM15457	0.0127994553836707	0.0209435004446077	0
LYG1	0	0	0.168494816027596
GM23409	0	0	0.361416699949718
TXNDC9	8.71579477484375	10.7619218082861	13.4773062952823
EIF5B	45.6112826659537	40.97374935164	47.5829627987347
REV1	5.56567975409566	8.37815801032992	8.7035260769542
GM37062	30.3114150493328	51.2651706811955	38.1608298734709
GM5099	0.0418029841252404	0.0452189214144939	0
AFF3	25.4010772020127	7.1993080957181	0.14616051669842
GM16150	1.5764487343967	0.300206902882371	0
GM16151	1.86559033833978	1.08233416165672	0
GM16152	2.52253125715273	0.640031461571765	0.0403732856536712
GM34727	4.33971258775645	2.38616997214151	0
GM38135	0	0	0
2610300A13RIK	0	0	0
LONRF2	0.0987422948860168	0.0744464897397871	0.0114116384076849
CHST10	0.024284238093168	0.143979943678875	0
GM37707	0	0.31600169401527	0
GM6621	0	0	0
NMS	0	0.0834810856882964	0.258157023685396
PDCL3	12.7737858778331	16.1438170031416	13.1119302638999
GM37309	5.76464344469026	3.0900249857597	4.67495029164151
GM37821	0	0.0557246611801208	0
GM37091	0.0489408979212707	0.0492096552731014	2.88593753591208
MIR6349	0	0	0
NPAS2	9.59038057222292	12.2359415327738	0.152420330331028
GM20428	0	4.7051904614246	0
GM3617	5.56942476822911	5.25014684952843	0
RPL31	180.97224408095	124.239352494059	281.504716150817
TBC1D8	3.18704359515154	1.85386806234118	8.3884340489264
GM37265	0	0.232091639672232	1.99004102321102
GM24826	0	0	0
GM24826	0	0	0
CNOT11	7.24356517862481	14.1591165798244	16.1011055776154
GM15832	0.59859137146413	0.971476899215863	0.5151947805638
SNORD89	6.28531078925406	0	0.68010634832957
RNF149	4.35543017587776	3.13617754455449	2.79899418625029
GM23722	2.74991376050709	2.57121743919953	3.45284761459628
GM5100	0	0	0
CREG2	22.4999820302449	0.126113193962003	0.0140626757327341
D930019O06RIK	0.481531682614172	0.0228131495424474	0.172617547941908
RFX8	0.153334871921877	0.332280277269576	0.256236665389414
GM3646	0	0	0
1700066B17RIK	0	0.19232312838008	0.230452447652078
MAP4K4	24.8670057716502	83.8008197887908	94.545441162018
4930456G14RIK	1.21028289022987	0	0
IL1R2	0.0802984700956698	0.356725307297056	0.0392094854906985
GM16894	0.415139691445029	1.11442543740476	0
GM37347	0.399112942865615	0.303264600014567	0.132868309131093
IL1R1	11.0260512285003	51.0647320526966	52.6451883684292
GM38070	1.19693431867326	6.1377700132239	5.02729809335624
IL1RL2	2.64792602843709	17.9214664144872	7.96990032787623
GM17970	1.37845843763015	12.4447324062919	10.45492558516
IL1RL1	0.0970532556263997	0.200232050540549	0.0187420351544155
IL18R1	0.0452361362694615	0.145270473345186	0.160374781444201
IL18RAP	0.194494596052715	0.131225264726408	0.117626398305743
GM35801	0	0.428812319644938	0
SLC9A4	0	0.0225121767985451	0.0187759223779227
GM37435	0	0.0520398026627629	0
SLC9A2	0.13666156576427	0.194877642395766	0.0827465902166268
GM37623	0	0	0
GM37915	0.0696528627609794	0.125974303041966	0.263111157904221
MFSD9	0.199911194418779	0.106844368947794	0.114877316223366
TMEM182	3.06489083705568	68.131701585698	0.360020958672019
GM5973	1.31795847828627	7.5204813486013	0
4930448I06RIK	0	0	0
GM28634	0	0.0786073865709626	0
GM29260	0	0	0
GM5267	0	1.08105842689434	0
GM8176	0	0.0934490905868632	0
GM9915	0	0	0.185804247045734
GM29664	0	0.443630887926404	0
GM28175	0	0.107419329486129	0.178829788256541
GM28140	0	0	0
GM37047	0	0	0
PANTR1	0	0.335347093081848	0.0768557719946911
4930420N18RIK	0	0	0.126709701017875
GM20646	0	0.119977278685704	0
POU3F3	0.0490175166261745	0.116560543281673	0.105560408816689
PANTR2	0	0	0
DALIR	0	0	0.034475437012098
